"","...1","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"12226",16113,612,3,2,6113,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12227",6114,612,4,1,6114,500,0,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12228",16114,612,4,2,6114,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12229",6115,612,5,1,6115,50,0,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12230",16115,612,5,2,6115,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12231",6116,612,6,1,6116,1000,0,3,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12232",16116,612,6,2,6116,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12233",6117,612,7,1,6117,1000,200,0,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"12234",16117,612,7,2,6117,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12235",6118,612,8,1,6118,50,50,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"12236",16118,612,8,2,6118,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12237",6119,612,9,1,6119,500,0,3,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12238",16119,612,9,2,6119,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12239",6120,612,10,1,6120,0,0,3,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12240",16120,612,10,2,6120,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12241",6121,613,1,1,6121,1000,200,10,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12242",16121,613,1,2,6121,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12243",6122,613,2,1,6122,300,0,3,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12244",16122,613,2,2,6122,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12245",6123,613,3,1,6123,1000,100,10,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12246",16123,613,3,2,6123,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12247",6124,613,4,1,6124,0,0,1,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12248",16124,613,4,2,6124,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12249",6125,613,5,1,6125,0,0,0,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12250",16125,613,5,2,6125,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12251",6126,613,6,1,6126,50,1000,3,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12252",16126,613,6,2,6126,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12253",6127,613,7,1,6127,100,0,10,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12254",16127,613,7,2,6127,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12255",6128,613,8,1,6128,200,300,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12256",16128,613,8,2,6128,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12257",6129,613,9,1,6129,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12258",16129,613,9,2,6129,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12259",6130,613,10,1,6130,100,100,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",NA
"12260",16130,613,10,2,6130,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12261",6131,614,1,1,6131,300,300,0,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"12262",16131,614,1,2,6131,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12263",6132,614,2,1,6132,100,0,10,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12264",16132,614,2,2,6132,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12265",6133,614,3,1,6133,200,0,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12266",16133,614,3,2,6133,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12267",6134,614,4,1,6134,0,0,3,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12268",16134,614,4,2,6134,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12269",6135,614,5,1,6135,500,50,3,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12270",16135,614,5,2,6135,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12271",6136,614,6,1,6136,200,50,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12272",16136,614,6,2,6136,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12273",6137,614,7,1,6137,500,0,0,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12274",16137,614,7,2,6137,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12275",6138,614,8,1,6138,100,50,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"12276",16138,614,8,2,6138,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12277",6139,614,9,1,6139,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12278",16139,614,9,2,6139,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12279",6140,614,10,1,6140,0,0,1,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12280",16140,614,10,2,6140,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12281",6141,615,1,1,6141,100,1000,1,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12282",16141,615,1,2,6141,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12283",6142,615,2,1,6142,50,100,10,1,0,0,0,0,"$50 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12284",16142,615,2,2,6142,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12285",6143,615,3,1,6143,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12286",16143,615,3,2,6143,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12287",6144,615,4,1,6144,50,200,10,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12288",16144,615,4,2,6144,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12289",6145,615,5,1,6145,200,0,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12290",16145,615,5,2,6145,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12291",6146,615,6,1,6146,200,200,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"12292",16146,615,6,2,6146,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12293",6147,615,7,1,6147,500,500,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12294",16147,615,7,2,6147,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12295",6148,615,8,1,6148,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12296",16148,615,8,2,6148,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12297",6149,615,9,1,6149,0,0,3,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12298",16149,615,9,2,6149,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12299",6150,615,10,1,6150,50,100,0,1,0,0,0,0,"$50 in cash","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",NA
"12300",16150,615,10,2,6150,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12301",6151,616,1,1,6151,1000,0,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12302",16151,616,1,2,6151,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12303",6152,616,2,1,6152,100,0,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12304",16152,616,2,2,6152,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12305",6153,616,3,1,6153,0,500,3,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12306",16153,616,3,2,6153,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12307",6154,616,4,1,6154,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12308",16154,616,4,2,6154,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12309",6155,616,5,1,6155,100,200,10,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12310",16155,616,5,2,6155,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12311",6156,616,6,1,6156,300,200,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"12312",16156,616,6,2,6156,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12313",6157,616,7,1,6157,0,0,1,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12314",16157,616,7,2,6157,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12315",6158,616,8,1,6158,300,500,0,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"12316",16158,616,8,2,6158,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12317",6159,616,9,1,6159,0,300,10,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12318",16159,616,9,2,6159,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12319",6160,616,10,1,6160,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12320",16160,616,10,2,6160,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12321",6161,617,1,1,6161,100,300,3,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12322",16161,617,1,2,6161,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12323",6162,617,2,1,6162,200,0,0,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12324",16162,617,2,2,6162,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12325",6163,617,3,1,6163,100,0,10,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12326",16163,617,3,2,6163,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12327",6164,617,4,1,6164,300,300,0,1,0,0,0,0,"$300 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"12328",16164,617,4,2,6164,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12329",6165,617,5,1,6165,200,1000,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12330",16165,617,5,2,6165,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12331",6166,617,6,1,6166,1000,0,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12332",16166,617,6,2,6166,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12333",6167,617,7,1,6167,100,0,1,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12334",16167,617,7,2,6167,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12335",6168,617,8,1,6168,1000,1000,10,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12336",16168,617,8,2,6168,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12337",6169,617,9,1,6169,0,100,3,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12338",16169,617,9,2,6169,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12339",6170,617,10,1,6170,0,50,10,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12340",16170,617,10,2,6170,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12341",6171,618,1,1,6171,0,300,1,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12342",16171,618,1,2,6171,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12343",6172,618,2,1,6172,100,300,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"12344",16172,618,2,2,6172,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12345",6173,618,3,1,6173,200,1000,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12346",16173,618,3,2,6173,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12347",6174,618,4,1,6174,50,0,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12348",16174,618,4,2,6174,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12349",6175,618,5,1,6175,200,50,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12350",16175,618,5,2,6175,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12351",6176,618,6,1,6176,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12352",16176,618,6,2,6176,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12353",6177,618,7,1,6177,100,0,1,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12354",16177,618,7,2,6177,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12355",6178,618,8,1,6178,200,200,1,1,0,0,0,0,"$200 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12356",16178,618,8,2,6178,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12357",6179,618,9,1,6179,0,200,1,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12358",16179,618,9,2,6179,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12359",6180,618,10,1,6180,200,1000,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12360",16180,618,10,2,6180,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12361",6181,619,1,1,6181,200,0,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12362",16181,619,1,2,6181,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12363",6182,619,2,1,6182,50,200,0,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"12364",16182,619,2,2,6182,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12365",6183,619,3,1,6183,50,100,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12366",16183,619,3,2,6183,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12367",6184,619,4,1,6184,300,50,3,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12368",16184,619,4,2,6184,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12369",6185,619,5,1,6185,200,500,3,1,0,0,0,0,"$200 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12370",16185,619,5,2,6185,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12371",6186,619,6,1,6186,50,500,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12372",16186,619,6,2,6186,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12373",6187,619,7,1,6187,200,1000,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12374",16187,619,7,2,6187,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12375",6188,619,8,1,6188,0,0,0,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12376",16188,619,8,2,6188,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12377",6189,619,9,1,6189,300,0,1,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12378",16189,619,9,2,6189,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12379",6190,619,10,1,6190,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12380",16190,619,10,2,6190,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12381",6191,620,1,1,6191,50,0,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12382",16191,620,1,2,6191,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12383",6192,620,2,1,6192,100,1000,3,1,0,0,0,0,"$100 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12384",16192,620,2,2,6192,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12385",6193,620,3,1,6193,300,0,10,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12386",16193,620,3,2,6193,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12387",6194,620,4,1,6194,500,0,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12388",16194,620,4,2,6194,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12389",6195,620,5,1,6195,500,0,10,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12390",16195,620,5,2,6195,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12391",6196,620,6,1,6196,0,500,1,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12392",16196,620,6,2,6196,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12393",6197,620,7,1,6197,100,500,0,1,0,0,0,0,"$100 in cash","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"12394",16197,620,7,2,6197,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12395",6198,620,8,1,6198,50,0,1,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12396",16198,620,8,2,6198,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12397",6199,620,9,1,6199,0,0,10,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12398",16199,620,9,2,6199,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12399",6200,620,10,1,6200,1000,0,10,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12400",16200,620,10,2,6200,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12401",6201,621,1,1,6201,300,300,0,1,0,0,0,0,"$300 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"12402",16201,621,1,2,6201,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12403",6202,621,2,1,6202,100,0,0,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"12404",16202,621,2,2,6202,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12405",6203,621,3,1,6203,0,0,10,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12406",16203,621,3,2,6203,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12407",6204,621,4,1,6204,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"12408",16204,621,4,2,6204,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12409",6205,621,5,1,6205,1000,300,0,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"12410",16205,621,5,2,6205,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12411",6206,621,6,1,6206,200,0,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"12412",16206,621,6,2,6206,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12413",6207,621,7,1,6207,200,1000,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",NA
"12414",16207,621,7,2,6207,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12415",6208,621,8,1,6208,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"12416",16208,621,8,2,6208,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"12417",6209,621,9,1,6209,300,500,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"12418",16209,621,9,2,6209,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
