"","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"3996",500,4,1,3996,500,50,3,1,0,0,0,0,"$500 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"11996",500,4,2,3996,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"3997",500,5,1,3997,1000,200,1,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"11997",500,5,2,3997,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"3998",500,6,1,3998,100,0,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"11998",500,6,2,3998,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"3999",500,7,1,3999,0,50,0,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"11999",500,7,2,3999,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4000",500,8,1,4000,500,0,10,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12000",500,8,2,4000,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4001",501,1,1,4001,1000,50,0,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"12001",501,1,2,4001,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4002",501,2,1,4002,1000,0,0,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12002",501,2,2,4002,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4003",501,3,1,4003,0,0,3,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12003",501,3,2,4003,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4004",501,4,1,4004,50,1000,3,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12004",501,4,2,4004,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4005",501,5,1,4005,300,300,10,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12005",501,5,2,4005,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4006",501,6,1,4006,0,300,0,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"12006",501,6,2,4006,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4007",501,7,1,4007,300,100,10,1,0,0,0,0,"$300 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12007",501,7,2,4007,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4008",501,8,1,4008,500,0,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12008",501,8,2,4008,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4009",502,1,1,4009,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12009",502,1,2,4009,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4010",502,2,1,4010,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12010",502,2,2,4010,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4011",502,3,1,4011,50,300,10,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12011",502,3,2,4011,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4012",502,4,1,4012,300,300,3,1,0,0,0,0,"$300 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12012",502,4,2,4012,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4013",502,5,1,4013,100,100,3,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12013",502,5,2,4013,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4014",502,6,1,4014,200,500,3,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12014",502,6,2,4014,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4015",502,7,1,4015,200,100,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12015",502,7,2,4015,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4016",502,8,1,4016,50,0,0,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12016",502,8,2,4016,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4017",503,1,1,4017,50,50,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12017",503,1,2,4017,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4018",503,2,1,4018,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12018",503,2,2,4018,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4019",503,3,1,4019,0,0,0,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12019",503,3,2,4019,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4020",503,4,1,4020,500,300,0,1,0,0,0,0,"$500 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"12020",503,4,2,4020,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4021",503,5,1,4021,100,0,0,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12021",503,5,2,4021,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4022",503,6,1,4022,0,1000,3,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12022",503,6,2,4022,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4023",503,7,1,4023,500,0,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12023",503,7,2,4023,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4024",503,8,1,4024,300,0,1,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12024",503,8,2,4024,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4025",504,1,1,4025,0,1000,1,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12025",504,1,2,4025,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4026",504,2,1,4026,100,200,1,1,0,0,0,0,"$100 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12026",504,2,2,4026,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4027",504,3,1,4027,500,0,1,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12027",504,3,2,4027,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4028",504,4,1,4028,50,0,3,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12028",504,4,2,4028,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4029",504,5,1,4029,200,0,1,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12029",504,5,2,4029,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4030",504,6,1,4030,200,0,0,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12030",504,6,2,4030,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4031",504,7,1,4031,50,0,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12031",504,7,2,4031,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4032",504,8,1,4032,100,200,3,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12032",504,8,2,4032,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4033",505,1,1,4033,0,500,0,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"12033",505,1,2,4033,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4034",505,2,1,4034,500,0,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12034",505,2,2,4034,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4035",505,3,1,4035,300,50,1,1,0,0,0,0,"$300 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12035",505,3,2,4035,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4036",505,4,1,4036,300,0,10,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12036",505,4,2,4036,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4037",505,5,1,4037,50,0,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12037",505,5,2,4037,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4038",505,6,1,4038,300,0,1,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12038",505,6,2,4038,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4039",505,7,1,4039,100,0,1,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12039",505,7,2,4039,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4040",505,8,1,4040,200,1000,1,1,0,0,0,0,"$200 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12040",505,8,2,4040,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4041",506,1,1,4041,100,300,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12041",506,1,2,4041,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4042",506,2,1,4042,500,0,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12042",506,2,2,4042,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4043",506,3,1,4043,1000,1000,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12043",506,3,2,4043,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4044",506,4,1,4044,300,0,3,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12044",506,4,2,4044,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4045",506,5,1,4045,50,1000,10,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12045",506,5,2,4045,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4046",506,6,1,4046,200,100,1,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12046",506,6,2,4046,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4047",506,7,1,4047,1000,0,3,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12047",506,7,2,4047,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4048",506,8,1,4048,50,200,0,1,0,0,0,0,"$50 in cash","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",""
"12048",506,8,2,4048,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4049",507,1,1,4049,50,0,0,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12049",507,1,2,4049,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4050",507,2,1,4050,100,0,3,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12050",507,2,2,4050,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4051",507,3,1,4051,500,0,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12051",507,3,2,4051,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4052",507,4,1,4052,0,0,0,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12052",507,4,2,4052,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4053",507,5,1,4053,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12053",507,5,2,4053,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4054",507,6,1,4054,100,200,0,1,0,0,0,0,"$100 in cash","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",""
"12054",507,6,2,4054,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4055",507,7,1,4055,500,50,3,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12055",507,7,2,4055,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4056",507,8,1,4056,1000,200,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12056",507,8,2,4056,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4057",508,1,1,4057,500,200,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12057",508,1,2,4057,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4058",508,2,1,4058,0,0,3,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12058",508,2,2,4058,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4059",508,3,1,4059,500,0,1,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12059",508,3,2,4059,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4060",508,4,1,4060,200,0,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12060",508,4,2,4060,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4061",508,5,1,4061,500,0,3,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12061",508,5,2,4061,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4062",508,6,1,4062,0,0,0,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12062",508,6,2,4062,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4063",508,7,1,4063,500,50,1,1,0,0,0,0,"$500 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12063",508,7,2,4063,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4064",508,8,1,4064,300,0,10,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12064",508,8,2,4064,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4065",509,1,1,4065,1000,0,0,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12065",509,1,2,4065,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4066",509,2,1,4066,1000,0,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12066",509,2,2,4066,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4067",509,3,1,4067,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12067",509,3,2,4067,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4068",509,4,1,4068,0,100,0,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"12068",509,4,2,4068,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4069",509,5,1,4069,1000,500,0,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"12069",509,5,2,4069,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4070",509,6,1,4070,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12070",509,6,2,4070,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4071",509,7,1,4071,200,0,3,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12071",509,7,2,4071,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4072",509,8,1,4072,0,0,0,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12072",509,8,2,4072,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4073",510,1,1,4073,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12073",510,1,2,4073,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4074",510,2,1,4074,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12074",510,2,2,4074,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4075",510,3,1,4075,50,1000,10,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12075",510,3,2,4075,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4076",510,4,1,4076,300,100,3,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12076",510,4,2,4076,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4077",510,5,1,4077,1000,1000,3,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12077",510,5,2,4077,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4078",510,6,1,4078,100,0,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12078",510,6,2,4078,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4079",510,7,1,4079,0,500,3,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12079",510,7,2,4079,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4080",510,8,1,4080,50,0,1,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12080",510,8,2,4080,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4081",511,1,1,4081,50,50,3,1,0,0,0,0,"$50 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12081",511,1,2,4081,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4082",511,2,1,4082,1000,0,1,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12082",511,2,2,4082,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4083",511,3,1,4083,200,0,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12083",511,3,2,4083,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4084",511,4,1,4084,0,0,0,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12084",511,4,2,4084,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4085",511,5,1,4085,1000,500,3,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12085",511,5,2,4085,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4086",511,6,1,4086,500,0,0,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12086",511,6,2,4086,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4087",511,7,1,4087,100,0,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12087",511,7,2,4087,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4088",511,8,1,4088,50,100,3,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12088",511,8,2,4088,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4089",512,1,1,4089,300,0,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12089",512,1,2,4089,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4090",512,2,1,4090,0,0,1,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12090",512,2,2,4090,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4091",512,3,1,4091,50,0,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12091",512,3,2,4091,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4092",512,4,1,4092,0,0,1,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12092",512,4,2,4092,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4093",512,5,1,4093,0,100,0,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"12093",512,5,2,4093,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4094",512,6,1,4094,500,0,3,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12094",512,6,2,4094,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4095",512,7,1,4095,500,500,1,1,0,0,0,0,"$500 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12095",512,7,2,4095,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4096",512,8,1,4096,200,0,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12096",512,8,2,4096,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4097",513,1,1,4097,500,500,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"12097",513,1,2,4097,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4098",513,2,1,4098,200,0,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12098",513,2,2,4098,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4099",513,3,1,4099,500,0,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12099",513,3,2,4099,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4100",513,4,1,4100,500,0,10,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12100",513,4,2,4100,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4101",513,5,1,4101,1000,0,3,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12101",513,5,2,4101,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
